frequency,intensity_parallel,intensity_perpendicular,intensity_unpolarized,intensity_isotropic
595.0903579373306,1.0588796512066948e-05,3.7935702960789386e-06,1.4382366808145887e-05,0.0005811359077090686
595.3328560456997,1.0342919530755597e-05,3.7213952921809008e-06,1.4064314822936498e-05,0.0005687897542871776
595.5753541540686,1.0117367559047424e-05,3.6563120273398408e-06,1.3773679586387265e-05,0.0005572611222122402
595.8178522624374,9.91827721824437e-06,3.598104665568929e-06,1.35163818838133e-05,0.0005468801226454056
596.0603503708064,9.742675098415819e-06,3.5438928847342243e-06,1.3286567983150043e-05,0.000537551323756032
596.3028484791753,9.58123519849148e-06,3.4892544960222705e-06,1.307048969451375e-05,0.0005288696137465389
596.5453465875443,9.424116892612846e-06,3.4303209046206727e-06,1.2854437797233518e-05,0.0005203872508818948
596.7878446959131,9.265646873315066e-06,3.3654094767344115e-06,1.2631056350049477e-05,0.000511832334576409
597.030342804282,9.105954198555187e-06,3.2955564981643767e-06,1.2401510696719563e-05,0.0005031950863130926
597.272840912651,8.948809596487447e-06,3.223648031490451e-06,1.2172457627977897e-05,0.0004946435044053134
597.5153390210198,8.798091774285233e-06,3.152928598121357e-06,1.195102037240659e-05,0.0004863700687526393
597.7578371293889,8.655342709152705e-06,3.085719578436037e-06,1.1741062287588742e-05,0.0004784755651916333
598.0003352377578,8.520060457886266e-06,3.023081225763933e-06,1.1543141683650199e-05,0.0004709720875126177
598.2428333461266,8.39115538791219e-06,2.965079067259635e-06,1.1356234455171824e-05,0.00046383550303685605
598.4853314544956,8.267296394956766e-06,2.911020236112262e-06,1.1178316631069027e-05,0.0004570074276948555
598.7278295628645,8.14617365376205e-06,2.8594442814193636e-06,1.1005617935181413e-05,0.00045036599760214693
598.9703276712335,8.022652937981037e-06,2.8078001107513544e-06,1.0830453048732391e-05,0.00044365115173250166
599.2128257796023,7.888888865746343e-06,2.7526532237764965e-06,1.0641542089522839e-05,0.00043648590019425125
599.4553238879712,7.736767757987684e-06,2.69058852093803e-06,1.0427356278925714e-05,0.00042849723823894855
599.6978219963402,7.562354865925652e-06,2.6198291259540953e-06,1.0182183991879748e-05,0.00041952133106665836
599.940320104709,7.36919680781186e-06,2.5415162993910494e-06,9.91071310720291e-06,0.0004097415298057667
600.182818213078,7.16862667558766e-06,2.4599188791844104e-06,9.62854555477207e-06,0.0003996869462567064
600.425316321447,6.975810494969317e-06,2.381047654035038e-06,9.356858149004354e-06,0.00039003781568803787
600.6678144298158,6.804295342574903e-06,2.3105571208524157e-06,9.11485246342732e-06,0.00038137718235278756
600.9103125381848,6.660932395642978e-06,2.2516865870104593e-06,8.912618982653438e-06,0.0003739672540923885
601.1528106465537,6.544329355028015e-06,2.2044675859740145e-06,8.74879694100203e-06,0.00036769879796363713
601.3953087549227,6.446461764830289e-06,2.1661971380187708e-06,8.612658902849059e-06,0.00036217807575870964
